"","ISO.3166.1.country.code","FIPS.5.2.subdivision.code","GNS.FD","GNS.UFI","ISO.639.1.language.code","language.script","name","latitude","longitude"
"233040","US","39","PPL",NA,"en","english","Halliday Heights","38.802303","-82.2173696"
"231147","US","39","PPL",NA,"en","english","Berkshire","40.2653399","-82.9087916"
"70432","ID","30","PPLA4",11273169,"ind","latin","Sindangsari","-7.7189","108.2749"
"86564","MN","15","ADM2",10446216,"mon","latin","Bürd","47.077712","103.864774"
"228311","US","39","PPL",NA,"en","english","Boulevard","41.6881041","-83.5074335"
"75864","JP","41","PPLA",10623863,"jpn","latin","Tottori-shi","35.503611","134.238334"
"115166","TR","38","PPLA2",-740425,"tr","latin","Bünyan","38.846296","35.860325"
"66382","ID","30","ADM4",6421683,"ind","latin","Citamiang","-6.688056","107.336944"
"255591","US","47","PPL",NA,"en","english","Wooded Acres","35.9767476","-84.0290776"
"249790","US","44","PPL",NA,"en","english","Arnold Mills","41.9784322","-71.3920016"
"184598","US","24","PPL",NA,"en","english","Brick Wall Landing","38.929558","-75.8338233"
"115419","TR","61","ADM2",11848259,"tur","latin","Çaykara","40.754307","40.250945"
"235968","US","41","PPL",NA,"en","english","Oaks","43.1873383","-123.3620161"
"154476","US","13","PPL",NA,"en","english","Avants","32.1101758","-82.8593088"
"154039","US","13","PPL",NA,"en","english","Greens Crossing","30.9165956","-83.0570889"
"152851","US","64","PPL",NA,"en","english","Mireeniiw","9.5513889","138.1208333"
"264937","US","48","PPL",NA,"en","english","Pelham","31.959601","-96.8052718"
"116477","TR","93","ADM2",11849516,"tur","latin","Akçakoca","41.080534","31.12966"
"162625","US","16","PPL",NA,"en","english","Cream Can Junction","42.9385183","-113.385561"
"68026","ID","7","ADM4",10140904,"ind","latin","Kumpulrejo","-6.9086","110.1723"
"186283","US","24","PPL",NA,"en","english","Patapsco Woods","39.2528844","-76.7402496"
"71065","ID","7","PPLA4",11315430,"ind","latin","Joho","-6.8664","111.5861"
"269505","US","48","PPL",NA,"en","english","Beaver","0","0"
"94107","NG","29","ADM2",11852435,"en","latin","Bunkure","11.659842","8.579517"
"223203","US","36","PPL",NA,"en","english","Ingham Mills Station","43.0464598","-74.7840376"
"67536","ID","33","ADM4",10168797,"ind","latin","Pondokcabe Ilir","-6.3332","106.7661"
"12852","EC","2","PPL",-928416,"es","latin","Merchán","-2.9","-79.05"
"73712","JM","1","PPL",-3753824,"en","latin","Village of Spaldings","18.155488","-77.457751"
"251662","US","45","PPL",NA,"en","english","Smithfield","34.2170672","-82.1365098"
"5450","BM","4","ADM1",-1394184,"en","latin","Paget","32.278333","-64.781667"
"138442","US","6","PPL",NA,"en","english","Monte Vista","39.1865648","-120.8327162"
"28940","GH","","PPL",-2068142,"en","latin","Adiawakope","5.923442",".515342"
"284754","US","53","PPL",NA,"en","english","Rowan","48.273995","-121.852635"
"43736","ID","8","ADM4",10330623,"ind","latin","Pilanggede","-7.166233","111.974375"
"225314","US","36","PPL",NA,"en","english","Upper Hollowville","42.206755","-73.6642886"
"232336","US","39","PPL",NA,"en","english","Cuba","41.0533838","-84.198279"
"201886","US","29","PPL",NA,"en","english","Youngstown","40.1747518","-92.6821406"
"58499","ID","8","ADM4",10201674,"ind","latin","Kertosari","-7.8496","111.4778"
"214545","US","38","PPL",NA,"en","english","Mazda","46.2858396","-103.8615927"
"91858","NG","","PPL",-1997811,"en","latin","Agbejedo","6.55","2.9"
"192655","US","23","PPL",NA,"en","english","Fort George","44.3909101","-68.8053078"
"276596","US","51","PPL",NA,"en","english","Timberlake","37.3206989","-79.2575251"
"207970","US","37","PPL",NA,"en","english","Littleton","36.4345934","-77.9119317"
"265461","US","48","PPL",NA,"en","english","Bainer","33.8612041","-102.2398974"
"60881","ID","33","PPLA4",11120647,"ind","latin","Kadukaung","-6.2479","106.107"
"44069","ID","8","ADM4",10333555,"ind","latin","Kedungbogo","-7.4309","112.3386"
"52684","ID","18","ADM4",11584975,"ind","latin","Lobohede","-10.5887","121.7251"
"50325","ID","30","ADM4",11273627,"ind","latin","Karyawangi","-7.4514","108.2801"
"231832","US","39","PPL",NA,"en","english","North Greenfield","40.3775555","-83.589373"
"171407","US","18","PPL",NA,"en","english","Pine Valley","38.4764457","-86.4502636"
"247546","US","72","PPL",NA,"es","latin","Iglesia","18.4293898","-67.1537921"
"221039","US","32","PPL",NA,"en","english","Ripley","35.7980312","-115.6016713"
"83291","ML","4","ADM2",11848345,"fr","latin","Douentza","15.013609","-2.410337"
"136437","US","4","PPL",NA,"en","english","Roosevelt Lake Gardens East","33.8189339","-111.2704075"
"174241","US","21","PPL",NA,"en","english","Kimper","37.4970476","-82.3504224"
"162526","US","19","PPL",NA,"en","english","Westbrook Village","43.0833177","-96.185022"
"16613","FR","B9","PPL",-1421809,"fr","latin","Corrençon","45.029636","5.524553"
"115253","TR","71","PPLA2",-746653,"tr","latin","Doğanhisar","38.146297","31.676481"
"28651","GH","","PPL",-2073935,"en","latin","Dzetokwe","5.892668",".613903"
"70431","ID","30","PPLA4",11272987,"ind","latin","Cipari","-7.7594","108.2751"
"267867","US","48","PPL",NA,"en","english","Delip Colonia","31.6712234","-106.2794254"
"155258","US","13","PPL",NA,"en","english","Mableton","33.8187167","-84.5824329"
"78198","LA","20","PPL",-2659688,"lo","latin","Ban Nakhanông","16.65","105.916667"
"49160","ID","38","PPLA3",9141993,"ind","latin","Lampa","-3.6634","119.5334"
"167636","US","17","PPL",NA,"en","english","Mason","37.5236608","-89.2542515"
"243639","US","42","PPL",NA,"en","english","Bowman Creek","41.4298003","-76.0193682"
"52786","ID","8","ADM4",11539801,"ind","latin","Gondang","-8.0792","111.8461"
"226799","US","36","PPL",NA,"en","english","South Oxford","42.3881304","-75.6212977"
"262417","US","48","PPL",NA,"en","english","Thedford","32.4845874","-95.3966217"
"107683","SD","60","PPL",-13492,"en","latin","Sadr el Husan","10.916667","26.316667"
"179254","US","22","PPL",NA,"en","english","Oakwood Landing","32.0607107","-91.5748439"
"204931","US","28","PPL",NA,"en","english","Forestdale","32.7790222","-88.9489444"
"181204","US","22","PPL",NA,"en","english","Ivanhoe","29.7827077","-91.739839"
"216381","US","33","PPL",NA,"en","english","Martin Crossing","43.0209194","-71.0858933"
"14817","FJ","3","PPL",-1192907,"en","latin","Waindo","-16.983333","178.783333"
"66754","ID","7","ADM4",6358898,"ind","latin","Kubangkangkung","-7.615556","108.964167"
"262378","US","48","PPL",NA,"en","english","Southside Place","29.7060634","-95.4368849"
"121200","VU","17","PPL",-2137776,"en","english","Lolovoli","-15.466667","167.85"
"91023","NG","22","PPL",-2019463,"en","latin","Ukwa","5.474841","7.967979"
"282173","US","50","PPL",NA,"en","english","Saint Johnsbury","44.4192248","-72.0150949"
"42092","ID","30","ADM4",6376135,"ind","latin","Purwawinangun","-6.972778","108.481389"
"163483","US","16","PPL",NA,"en","english","Harrisburg","46.2968433","-116.0256953"
"261557","US","48","PPL",NA,"en","english","Chihuahua","26.2250728","-98.4136291"
"9575","CM","8","PPL",-3149331,"en","english","Fokouenki","5.409243","10.076312"
"52970","ID","18","ADM4",11650945,"ind","latin","Leraboleng","-8.3747","122.8241"
"221639","US","36","PPL",NA,"en","english","Black Creek","42.2756225","-78.2264021"
"136850","US","6","PPL",NA,"en","english","Dunlap Acres","34.0311254","-117.1075341"
"153646","US","13","PPL",NA,"en","english","Kite","32.6923836","-82.5145752"
"95615","NG","36","PPL",-2021960,"en","latin","Ofogbene","5.305177","5.45336"
"135530","US","4","PPL",NA,"en","english","Ray Place","35.8224896","-114.0038441"
"229392","US","39","PPL",NA,"en","english","Monclova","41.5586632","-83.7329931"
"10392","CA","14","PPL",-562763,"en","english","Clyde","70.45","-68.566667"
"216310","US","33","PPL",NA,"en","english","Windham","42.8006441","-71.304229"
"197604","US","27","PPL",NA,"en","english","Gracelock","45.0505137","-95.5805805"
"259067","US","47","PPL",NA,"en","english","Mount Tema","35.5264616","-86.9097248"
"207838","US","37","PPL",NA,"en","english","Henrico","36.5343153","-77.8308201"
"122367","ZM","6","PPL",-2284514,"en","latin","Kazilakambaka","-13.033333","23.95"
"254570","US","46","PPL",NA,"en","english","Mellette","45.1544202","-98.4975935"
"220921","US","32","PPL",NA,"en","english","Barth","40.5815836","-116.2692457"
"278182","US","51","PPL",NA,"en","english","Buena","38.3415191","-78.0480545"
"262390","US","48","PPL",NA,"en","english","Stephenville","32.2206958","-98.2022633"
"180465","US","22","PPL",NA,"en","english","Southwood","30.2190851","-91.0492689"
"107098","SD","56","PPL",-605,"en","latin","Abu Ourein","13.166667","31.2"
"4991","BY","1","PPLA",-1941830,"be","latin","Brest","52.097548","23.687751"
"233144","US","39","PPL",NA,"en","english","Crosswoods","41.6000497","-83.4402085"
"202138","US","29","PPL",NA,"en","english","Midridge","37.3353245","-91.2217981"
"142060","US","6","PPL",NA,"en","english","Grant Hill","32.7094961","-117.1380876"
"32962","GH","","PPL",-2072813,"en","latin","Egya","5.183631","-1.105224"
"139531","US","6","PPL",NA,"en","english","Mono Hot Springs","37.3266098","-119.0176179"
"164857","US","17","PPL",NA,"en","english","Laura","40.921426","-89.9264989"
"38344","ID","7","ADM4",6351728,"ind","latin","Sadang Wetan","-7.500833","109.748889"
"245912","US","42","PPL",NA,"en","english","Antram","39.9117424","-79.9167182"
"31347","GH","","PPL",-2077461,"en","latin","Oboase","6.927729","-1.683261"
"268301","US","48","PPL",NA,"en","english","Zapata Ranch Colonia","26.3564596","-97.8302746"
"152215","US","12","PPL",NA,"en","english","Woodfield River Oaks","28.0242","-82.4056"
"59747","ID","38","ADM2",-2701829,"id","latin","Makassar","-5.1745","119.4709"
"262334","US","48","PPL",NA,"en","english","Scottsville","32.5404281","-94.2382471"
"182803","US","25","PPL",NA,"en","english","Roxbury Crossing","42.3306533","-71.0911627"
"54500","ID","8","ADM3",6385862,"ind","latin","Poncol","-7.729444","111.275"
"201000","US","29","PPL",NA,"en","english","Lamb","39.7411567","-91.3868162"
"64369","ID","3","ADM3",11700994,"ind","latin","Talangempat","-3.6842","102.2938"
"225617","US","36","PPL",NA,"en","english","Rainbow Lake","44.4669968","-74.1729322"
"243544","US","42","PPL",NA,"en","english","Bear Gap","40.8323084","-76.505788"
"72181","ID","8","ADM4",11615640,"ind","latin","Matanair","-6.9852","113.8149"
"31398","GH","","PPL",-2080231,"en","latin","Tamale Port","9.152335","-1.148039"
"184197","US","24","PPL",NA,"en","english","Severn Crossroads","39.0598321","-76.6277436"
"176417","US","21","PPL",NA,"en","english","Nippa","37.8659264","-82.7873824"
"666","AL","47","ADM3",-108796,"sq","latin","Ujmisht","41.916667","20.383333"
"161805","US","19","PPL",NA,"en","english","Wood","42.6574882","-91.3326374"
"174025","US","21","PPL",NA,"en","english","Glenview Heights","38.3042361","-85.6405171"
"64121","ID","18","PPLA4",11629861,"ind","latin","Kotai","-10.0482","124.4076"
"219188","US","35","PPL",NA,"en","english","Lingo","33.7884278","-103.1146674"
"263448","US","48","PPL",NA,"en","english","Salem","30.5424254","-93.7679522"
"133387","US","5","PPL",NA,"en","english","Estes","34.6084265","-92.118756"
"80907","LR","18","PPL",-2135327,"en","latin","Tembo Village","5.563611","-9.72"
"266685","US","48","PPL",NA,"en","english","Sunnyside","34.3478559","-102.3035226"
"9782","CA","10","PPL",-565998,"en","english","Hauy Township","49.7","-74.583333"
"245063","US","42","PPL",NA,"en","english","Rutan","39.8950761","-80.3397907"
"210784","US","37","PPL",NA,"en","english","Riverbend","35.4292863","-82.1695552"
"272609","US","49","PPL",NA,"en","english","Albion Basin","40.5805066","-111.6185334"
"127257","US","1","PPL",NA,"en","english","Wylam","33.5059398","-86.9252705"
"24941","FR","98","PPL",-1464638,"fr","latin","Saint-Dier","45.677565","3.482427"
"149093","US","12","PPL",NA,"en","english","North Palm Beach Heights","26.8897813","-80.1305988"
"253507","US","45","PPL",NA,"en","english","Ekom","34.4315093","-82.1406649"
"175480","US","21","PPL",NA,"en","english","Coral Hill","37.0514408","-85.8563631"
"1905","AR","14","ADM2",-976944,"es","latin","Apóstoles","-27.916667","-55.75"
"153688","US","13","PPL",NA,"en","english","Meinhard","32.1815901","-81.2109466"
"62728","ID","30","ADM4",11280605,"ind","latin","Kiarapayung","-7.2114","108.4668"
"20499","FR","B9","PPL",-1435135,"fr","latin","Lachapelle","44.564174","4.363917"
"55379","ID","7","ADM4",10148241,"ind","latin","Kutosari","-6.9789","110.0331"
"27548","DE","1","PPL",-1773168,"de","latin","Furtwangen","48.05156","8.207145"
"264604","US","48","PPL",NA,"en","english","Kane","26.2092402","-98.2669582"
"130466","US","1","PPL",NA,"en","english","Christiana","33.3773351","-85.6402355"
"268268","US","48","PPL",NA,"en","english","Serendipity Way Colonia","26.2072959","-98.0802844"
"69217","ID","41","ADM3",10937252,"ind","latin","Polewali","-3.3975","119.3861"
"78953","LR","11","PPL",-2133889,"en","latin","McGee Bli","5.801389","-9.863333"
"51753","ID","30","ADM4",11316109,"ind","latin","Cikadu Wetan","-7.019308","108.664126"
"140356","US","6","PPL",NA,"en","english","Chino","34.0122346","-117.688944"
"201122","US","29","PPL",NA,"en","english","Filer","37.0297759","-92.4146084"
"69390","ID","7","ADM4",11046585,"ind","latin","Cisumur","-7.5301","108.8242"
"130908","US","1","PPL",NA,"en","english","Cox Gap","34.1125958","-86.0735851"
"76836","KP","13","PPL",-184048,"kor","english","삼지연","41.803565","128.318862"
"9656","CM","13","PPL",-3150535,"en","english","Katiau","9.634217","13.919126"
"199230","US","29","PPL",NA,"en","english","Ozark Beach","36.6589507","-93.1387904"
"228012","US","39","PPL",NA,"en","english","Lakeline","41.6594912","-81.4542814"
"208374","US","37","PPL",NA,"en","english","Stovall","36.4481986","-78.5702786"
"279565","US","51","PPL",NA,"en","english","Waverly","38.1068025","-78.6216835"
"284435","US","53","PPL",NA,"en","english","Cle Elum","47.1953976","-120.939249"
"141664","US","6","PPL",NA,"en","english","South Carthay","34.0561214","-118.3734109"
"181205","US","22","PPL",NA,"en","english","Jack","30.7382398","-90.7123198"
"132128","US","5","PPL",NA,"en","english","Edgemont","35.6022995","-92.196264"
"159099","US","13","PPL",NA,"en","english","Gamma","33.5078909","-84.4396484"
"187359","US","24","PPL",NA,"en","english","Hampshire Knolls","38.9681662","-76.9949761"
"256030","US","47","PPL",NA,"en","english","Dixonville","35.4231394","-89.9459204"
"244859","US","42","PPL",NA,"en","english","Paradise Furnace","40.3122994","-78.1252847"
"25821","FR","B3","PPL",-1426983,"fr","latin","Flaujac","44.711432","1.789768"
"65343","ID","7","ADM4",6396719,"ind","latin","Prumben","-7.625278","109.979444"
"91396","NG","","PPL",-2025996,"en","latin","Samia","9.683333","10.2"
"190551","US","24","PPL",NA,"en","english","Pleasant Ridge","39.4695462","-77.3008166"
"281270","US","51","PPL",NA,"en","english","Dittmeier","38.3771","-77.4134"
"212603","US","37","PPL",NA,"en","english","Princeton","35.4659942","-78.1605497"
"220415","US","35","PPL",NA,"en","english","Adelino","34.7158909","-106.7311374"
"21626","FR","B3","ADM3",-1417083,"fr","latin","Castres","43.583333","2.166667"
"122472","ZM","6","PPL",-2298047,"en","latin","Mutingini","-13.666667","24.216667"
"266172","US","48","PPL",NA,"en","english","Lone Star","33.5623315","-95.1560571"
"96727","PK","4","PPLA2",-2761749,"en|ur","latin","Gujrāt","32.572842","74.078969"
"76715","KP","7","PPL",-186161,"ko","latin","Sŏhŭng","38.421389","126.2325"
"180133","US","22","PPL",NA,"en","english","Bedford","32.2409829","-91.0151069"
"6134","BG","53","ADM2",-839584,"bg","latin","Vetovo","43.716667","26.333333"
"276372","US","51","PPL",NA,"en","english","Bent Creek","37.534865","-78.826961"
"6700","KH","29","PPL",-1026468,"km","latin","Phumĭ Dong","12.871575","103.122447"
"75550","JP","45","ADM2",-237832,"jpn","english","ながと","34.348802","131.147034"
"231937","US","39","PPL",NA,"en","english","Shackleton","39.17562","-83.6779778"
"91340","NG","","PPL",-2023516,"en","latin","Olupono","7.6","4.183333"
"128883","US","1","PPL",NA,"en","english","Ward","32.3620845","-88.2780833"
"92666","NG","","PPL",-1997489,"en","latin","Afogba","7.033333","7.116667"
"55656","ID","7","ADM4",10157515,"ind","latin","Tugu Lor","-6.8191","110.7632"
"110453","TH","40","PPLA2",10503582,"tha","latin","Ratchathewi","13.759","100.533583"
"120614","GB","A3","PPL",-2599153,"en","latin","Hoyland","53.5","-1.45"
"110183","TZ","12","ADM2",-2566404,"swa|en","latin","Kwimba","-2.916667","33.25"
"210892","US","37","PPL",NA,"en","english","Oak Hill","35.7787398","-81.7559328"
"160482","US","19","PPL",NA,"en","english","Beaverdale","40.8467046","-91.2084818"
"226982","US","36","PPL",NA,"en","english","Wolf Pond","44.6492136","-74.0665379"
"195685","US","26","PPL",NA,"en","english","Brohman","43.6852943","-85.8158899"
"267006","US","48","PPL",NA,"en","english","Casa Blanca","28.000849","-97.9038886"
"83670","MU","23","PPL",9155812,"en","latin","Mangues","-19.716667","63.391667"
"75058","JP","19","ADM2",-249061,"jpn","latin","Zama","35.487521","139.409246"
"188577","US","24","PPL",NA,"en","english","Eazee Acres","39.3695486","-76.9377559"
"215814","US","33","PPL",NA,"en","english","East Westmoreland","42.9903582","-72.390365"
"51962","ID","8","ADM4",11327720,"ind","latin","Prupuh","-6.9124","112.4584"
"72672","ID","28","PPLA3",-2676899,"ind","latin","Dobo","-5.8047","134.2238"
"270347","US","48","PPL",NA,"en","english","Allen Farms","29.6409","-95.2912"
"282315","US","50","PPL",NA,"en","english","White River Junction","43.6489596","-72.3192579"
